BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Assay types,Center name,Instruments,Library layouts,Library sources,Organism,Host,Platform,Geo. loc. name,Collection date
PRJNA309422,SAMN04415102,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis andreniformis,Illumina MiSeq,Singapore: Hort Park,8/5/2014
PRJNA309422,SAMN04415103,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis andreniformis,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415104,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415105,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415106,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415107,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415108,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis florea,Illumina MiSeq,Singapore: Clementi Woods Park,7/31/2014
PRJNA309422,SAMN04415109,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415110,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415111,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415112,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415113,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Sundatrigona moorei,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415114,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Sundatrigona moorei,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415115,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Sundatrigona moorei,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415116,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Tetragonula sirindhornae,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415117,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Sundatrigona moorei,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415118,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Sundatrigona moorei,Illumina MiSeq,Malaysia: Ulu Gombak Research Station vicinity,7/31/2014
PRJNA309422,SAMN04415119,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415120,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415121,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415122,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415123,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415124,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415125,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415126,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"USA: Univ. Texas, Austin, Texas",9/2/2014
PRJNA309422,SAMN04415127,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus pensylvanicus,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",10/16/2014
PRJNA309422,SAMN04415128,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus pensylvanicus,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",10/16/2014
PRJNA309422,SAMN04415129,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus pensylvanicus,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",10/16/2014
PRJNA309422,SAMN04415130,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus pensylvanicus,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",10/16/2014
PRJNA309422,SAMN04415131,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus bifarius,Illumina MiSeq,"USA: Logan, Utah",7/8/2014
PRJNA309422,SAMN04415132,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus bifarius,Illumina MiSeq,"USA: Logan, Utah",7/8/2014
PRJNA309422,SAMN04415133,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus bifarius,Illumina MiSeq,"USA: Logan, Utah",7/8/2014
PRJNA309422,SAMN04415134,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus bifarius,Illumina MiSeq,"USA: Logan, Utah",7/8/2014
PRJNA309422,SAMN04415135,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus bifarius,Illumina MiSeq,"USA: Logan, Utah",7/8/2014
PRJNA309422,SAMN04415136,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415137,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus bifarius,Illumina MiSeq,"USA: Logan, Utah",7/8/2014
PRJNA309422,SAMN04415138,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Bombus bifarius,Illumina MiSeq,"USA: Logan, Utah",7/8/2014
PRJNA309422,SAMN04415139,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Tetragonula fuscobalteata,Illumina MiSeq,"Malaysia: Lake Gardens, Kuala Lumpur",7/30/2014
PRJNA309422,SAMN04415140,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Tetragonula fuscobalteata,Illumina MiSeq,"Malaysia: Lake Gardens, Kuala Lumpur",7/30/2014
PRJNA309422,SAMN04415141,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2008
PRJNA309422,SAMN04415142,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2008
PRJNA309422,SAMN04415143,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2009
PRJNA309422,SAMN04415144,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2009
PRJNA309422,SAMN04415145,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2009
PRJNA309422,SAMN04415146,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2009
PRJNA309422,SAMN04415147,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Trigona spinipes,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415148,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Trigona spinipes,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415149,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Trigona spinipes,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415150,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Trigona hyalinata,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415151,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Trigona hyalinata,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415152,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Trigona hyalinata,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415153,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Paratrigona lineata,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415154,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Paratrigona lineata,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415155,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Paratrigona lineata,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415156,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Paratrigona lineata,Illumina MiSeq,"Brazil: Pocos de Caldas, Minas Gerais",
PRJNA309422,SAMN04415157,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Centris atripes,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",5/2/2014
PRJNA309422,SAMN04415158,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Centris atripes,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",5/2/2014
PRJNA309422,SAMN04415159,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Centris atripes,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",5/9/2014
PRJNA309422,SAMN04415160,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Centris atripes,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",5/9/2014
PRJNA309422,SAMN04415161,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Centris atripes,Illumina MiSeq,"USA: Brackenridge Field Lab, Austin, Texas",5/9/2014
PRJNA309422,SAMN04415164,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Elanora, Queensland",
PRJNA309422,SAMN04415167,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415168,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415169,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415170,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415171,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415172,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415173,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415174,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Australia: Cairns, Queensland",7/16/2014
PRJNA309422,SAMN04415175,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Cairns, Queensland",7/18/2014
PRJNA309422,SAMN04415176,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis andreniformis,Illumina MiSeq,Singapore: Clementi Woods Park,8/9/2014
PRJNA309422,SAMN04415177,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis andreniformis,Illumina MiSeq,Singapore: Clementi Woods Park,8/9/2014
PRJNA309422,SAMN04415178,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis andreniformis,Illumina MiSeq,Singapore: Clementi Woods Park,8/9/2014
PRJNA309422,SAMN04415179,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2008
PRJNA309422,SAMN04415180,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2008
PRJNA309422,SAMN04415181,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2009
PRJNA309422,SAMN04415182,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Australia: Elanora, Queensland",2009
PRJNA309422,SAMN04415183,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415184,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415185,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415186,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415187,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415188,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis andreniformis,Illumina MiSeq,Singapore: Clementi Woods Park,8/9/2014
PRJNA309422,SAMN04415189,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415190,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415191,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415192,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415193,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Kampung Baru Kuning Selatan, Negeri Sembilan",7/26/2014
PRJNA309422,SAMN04415194,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Singapore: Hort Park,8/5/2014
PRJNA309422,SAMN04415195,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Malaysia: GiantB farm, Malacca",7/26/2014
PRJNA309422,SAMN04415196,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Malaysia: GiantB farm, Malacca",7/26/2014
PRJNA309422,SAMN04415197,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Malaysia: GiantB farm, Malacca",7/26/2014
PRJNA309422,SAMN04415198,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Malaysia: GiantB farm, Malacca",7/26/2014
PRJNA309422,SAMN04415199,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Malaysia: GiantB farm, Malacca",7/26/2014
PRJNA309422,SAMN04415200,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Malaysia: Happy Bee Farm, Genting Highlands",7/27/2014
PRJNA309422,SAMN04415201,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina MiSeq,"Malaysia: Happy Bee Farm, Genting Highlands",7/27/2014
PRJNA309422,SAMN04415202,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Genting Highlands,7/27/2014
PRJNA309422,SAMN04415203,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Genting Highlands,7/27/2014
PRJNA309422,SAMN04415204,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Genting Highlands,7/27/2014
PRJNA309422,SAMN04415205,2,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Genting Highlands,7/27/2014
PRJNA309422,SAMN04415206,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,Malaysia: Genting Highlands,7/27/2014
PRJNA309422,SAMN04415207,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415208,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415209,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415210,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415211,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415212,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415213,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415214,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415215,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Lake Gardens, Kuala Lumpur",7/30/2014
PRJNA309422,SAMN04415216,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis cerana,Illumina MiSeq,"Malaysia: Lake Gardens, Kuala Lumpur",7/30/2014
PRJNA309422,SAMN04415217,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis dorsata,Illumina MiSeq,"Malaysia: Lake Gardens, Kuala Lumpur",7/30/2014
PRJNA309422,SAMN04415218,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis florea,Illumina MiSeq,Singapore: Clementi Woods Park,8/11/2014
PRJNA309422,SAMN04415219,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Apis florea,Illumina MiSeq,Singapore: Clementi Woods Park,8/11/2014
PRJNA309422,SAMN04415220,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415221,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415222,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415223,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415224,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415225,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415226,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415227,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
PRJNA309422,SAMN04415228,1,0,AMPLICON,University of Texas,Illumina MiSeq,PAIRED,METAGENOMIC,insect gut metagenome,Heterotrigona itama,Illumina MiSeq,"Malaysia: Univ. Malaya, Kuala Lumpur",7/29/2014
