Ophiocordyceps sinensis,"Host ""Ophiocordyceps sinensis"" was matched to ""Xylocopa sinensis"" 1985526"
Ceratophrys ornata,"Host ""Ceratophrys ornata"" was matched to ""Fidelia ornata"" 342855"
Haliotis rufescens,"Host ""Haliotis rufescens"" was matched to ""Analysson rufescens"" 2609971"
Sanzinia madagascariensis volontany,"Host ""Sanzinia madagascariensis volontany"" was matched to ""Benanthis madagascariensis"" 1004222"
Apis mellifera (Western honey bee),"Host ""Apis mellifera (Western honey bee)"" was matched to ""Apis mellifera"" 7460"
Caenorhabditis elegans,"Host ""Caenorhabditis elegans"" was matched to ""Hylaeus elegans"" 288352"
Tephrosia purpurea,"Host ""Tephrosia purpurea"" was matched to ""Euglossa purpurea"" 516789"
Blasia pusilla L.,"Host ""Blasia pusilla L."" was matched to ""Osmia pusilla"" 1404172"
Reticulitermes chinensis,"Host ""Reticulitermes chinensis"" was matched to ""Bombus chinensis"" 395516"
Tephrosia purpurea subsp. apollinea,"Host ""Tephrosia purpurea subsp. apollinea"" was matched to ""Euglossa purpurea"" 516789"
Naso elegans,"Host ""Naso elegans"" was matched to ""Hylaeus elegans"" 288352"
Hirondellea gigas,"Host ""Hirondellea gigas"" was matched to ""Rediviva gigas"" 2530400"
Casuarina glauca,"Host ""Casuarina glauca"" was matched to ""Apis glauca"" 889125"
host Stipa sp,"Host ""host Stipa sp"" was matched to ""Braunsapis sp. Malaysia host 3 LC-2011"" 1127431"
host Atriplex sp,"Host ""host Atriplex sp"" was matched to ""Braunsapis sp. Malaysia host 3 LC-2011"" 1127431"
Axinella dissimilis,"Host ""Axinella dissimilis"" was matched to ""Xylocopa dissimilis"" 1965183"
Streptopelia orientalis,"Host ""Streptopelia orientalis"" was matched to ""Bembix orientalis"" 2699094"
Hydractinia echinata,"Host ""Hydractinia echinata"" was matched to ""Coelioxys echinata"" 1542520"
Diplogasteroides sp. 2,"Host ""Diplogasteroides sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Rhabditinae sp. 1 TMG-2010,"Host ""Rhabditinae sp. 1 TMG-2010"" was matched to ""Corynura sp. rgv 1"" 1906598"
Cyclocephala hirta,"Host ""Cyclocephala hirta"" was matched to ""Diadasia hirta"" 143981"
Serica alternata,"Host ""Serica alternata"" was matched to ""Coelioxys alternata"" 156308"
Acropora tenuis,"Host ""Acropora tenuis"" was matched to ""Crabro tenuis"" 2461449"
Dysidea avara,"Host ""Dysidea avara"" was matched to ""Andrena avara"" 2817687"
Artemisia princeps,"Host ""Artemisia princeps"" was matched to ""Hoplitis princeps"" 1149038"
Erigeron canadensis,"Host ""Erigeron canadensis"" was matched to ""Prionyx canadensis"" 2086621"
Anopheles minimus,"Host ""Anopheles minimus"" was matched to ""Epeolus minimus"" 601093"
honey bee (Apis mellifera),"Host ""honey bee (Apis mellifera)"" was matched to ""Apis mellifera"" 7460"
Honey bee,"Host ""Honey bee"" was matched to ""bee"" 7460"
Montipora capitata,"Host ""Montipora capitata"" was matched to ""Xylocopa capitata"" 1985593"
Achatinella mustelina,"Host ""Achatinella mustelina"" was matched to ""Osmia mustelina"" 1404125"
Lissodendoryx nobilis,"Host ""Lissodendoryx nobilis"" was matched to ""Nomada nobilis"" 601725"
Phaseolus albescens,"Host ""Phaseolus albescens"" was matched to ""Melitturga albescens"" 465456"
Didemnum sp. 2,"Host ""Didemnum sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Malayopython reticulatus,"Host ""Malayopython reticulatus"" was matched to ""Sphecodes reticulatus"" 1299744"
Chilabothrus inornatus,"Host ""Chilabothrus inornatus"" was matched to ""Epeolus inornatus"" 2202944"
Lampropeltis mexicana thayeri,"Host ""Lampropeltis mexicana thayeri"" was matched to ""Centris mexicana"" 598336"
Lampropeltis triangulum hondurensis,"Host ""Lampropeltis triangulum hondurensis"" was matched to ""Philanthus triangulum"" 280486"
Morelia viridis,"Host ""Morelia viridis"" was matched to ""Xylocopa viridis"" 1818118"
Pantherophis guttatus,"Host ""Pantherophis guttatus"" was matched to ""Ectemnius guttatus"" 2495013"
Corallus hortulanus,"Host ""Corallus hortulanus"" was matched to ""Bombus hortulanus"" 309960"
Arctoscopus japonicus,"Host ""Arctoscopus japonicus"" was matched to ""Pelopaeus japonicus"" 1508443"
Thamnidium elegans WA0000018081,"Host ""Thamnidium elegans WA0000018081"" was matched to ""Hylaeus elegans"" 288352"
Pachyseris speciosa s.l.,"Host ""Pachyseris speciosa s.l."" was matched to ""Andrena speciosa"" 2819499"
Larus argentatus,"Host ""Larus argentatus"" was matched to ""Liris argentatus"" 2680648"
Ornithopus compressus,"Host ""Ornithopus compressus"" was matched to ""Halictus compressus"" 1542610"
"Petrasma pervernicosa (Kuroda, 1948)","Host ""Petrasma pervernicosa (Kuroda, 1948)"" was matched to ""Arhysoceble Moure, 1948"" 599919"
Ixodes pacificus,"Host ""Ixodes pacificus"" was matched to ""Philanthus pacificus"" 926299"
Anser albifrons,"Host ""Anser albifrons"" was matched to ""Melecta albifrons"" 582867"
Dolichoderus thoracicus,"Host ""Dolichoderus thoracicus"" was matched to ""Colletes thoracicus"" 395740"
Pillucina pacifica,"Host ""Pillucina pacifica"" was matched to ""Melecta pacifica"" 582919"
Ctena orbiculata,"Host ""Ctena orbiculata"" was matched to ""Neolarra orbiculata"" 601307"
Chavania striata,"Host ""Chavania striata"" was matched to ""Nomada striata"" 601898"
Augochlorella sp.,"Host ""Augochlorella sp."" was matched to ""Augochlorella"" 178017"
Dialictus sp.,"Host ""Dialictus sp."" was matched to ""Dialictus"" 88475"
infected Phoenix sylvestris,"Host ""infected Phoenix sylvestris"" was matched to ""Bombus sylvestris"" 30201"
Rhynchophorus ferrugineus,"Host ""Rhynchophorus ferrugineus"" was matched to ""Tachysphex ferrugineus"" 2495268"
uninfected Phoenix sylvestris,"Host ""uninfected Phoenix sylvestris"" was matched to ""Bombus sylvestris"" 30201"
Lotus japonicus,"Host ""Lotus japonicus"" was matched to ""Pelopaeus japonicus"" 1508443"
Macotermes natalensis,"Host ""Macotermes natalensis"" was matched to ""Colletes natalensis"" 420741"
Danthonia californica,"Host ""Danthonia californica"" was matched to ""Osmia californica"" 1403984"
Festuca rubra,"Host ""Festuca rubra"" was matched to ""Leioproctus rubra"" 420763"
Turbo cornutus,"Host ""Turbo cornutus"" was matched to ""Bombus cornutus"" 421269"
Apis cerana (honeybee),"Host ""Apis cerana (honeybee)"" was matched to ""Apis cerana"" 7461"
Bouteloua gracilis,"Host ""Bouteloua gracilis"" was matched to ""Nomada gracilis"" 586922"
Ciconia boyciana (oriental stork),"Host ""Ciconia boyciana (oriental stork)"" was matched to ""oriental honeybee"" 7461"
Mimosa xanthocentra var. subsericea,"Host ""Mimosa xanthocentra var. subsericea"" was matched to ""Eucera caspica var. nigrila"" 599118"
Reticulitermes flavipes,"Host ""Reticulitermes flavipes"" was matched to ""Andrena flavipes"" 473392"
Falcipennis canadensis,"Host ""Falcipennis canadensis"" was matched to ""Prionyx canadensis"" 2086621"
Streptopelia decipiens,"Host ""Streptopelia decipiens"" was matched to ""Eucera decipiens"" 599039"
Pycnonotus tricolor,"Host ""Pycnonotus tricolor"" was matched to ""Alysson tricolor"" 2494813"
Terpsiphone viridis,"Host ""Terpsiphone viridis"" was matched to ""Xylocopa viridis"" 1818118"
Emberiza flaviventris,"Host ""Emberiza flaviventris"" was matched to ""Bombus flaviventris"" 421273"
Melaniparus niger,"Host ""Melaniparus niger"" was matched to ""Liris niger"" 2495073"
Halcyon albiventris,"Host ""Halcyon albiventris"" was matched to ""Osmia albiventris"" 1403955"
Ploceus capensis,"Host ""Ploceus capensis"" was matched to ""Melitta capensis"" 288378"
Ploceus intermedius,"Host ""Ploceus intermedius"" was matched to ""Hylaeus intermedius"" 1542570"
Creatophora cinerea,"Host ""Creatophora cinerea"" was matched to ""Pseudapis cinerea"" 2448195"
Lamprotornis australis,"Host ""Lamprotornis australis"" was matched to ""Nomada australis"" 586916"
Bassettia pallida galls on Quercus geminata,"Host ""Bassettia pallida galls on Quercus geminata"" was matched to ""Bembix pallida"" 2578444"
Cyanothamnus coerulescens,"Host ""Cyanothamnus coerulescens"" was matched to ""Mesonychium coerulescens"" 598910"
Mactrotermes natalensis,"Host ""Mactrotermes natalensis"" was matched to ""Colletes natalensis"" 420741"
undefined species of Macrotermitinae,"Host ""undefined species of Macrotermitinae"" was matched to ""Eucara species group"" 2058156"
Paper wasp,"Host ""Paper wasp"" was matched to ""field digger wasp"" 1507147"
Molothrus ater,"Host ""Molothrus ater"" was matched to ""Psen ater"" 2495197"
Dichanthium sp. and Microlaena sp.,"Host ""Dichanthium sp. and Microlaena sp."" was matched to ""bumble bees and honey bees"" 7458"
J. major,"Host ""J. major"" was matched to ""Fidelia major"" 253596"
J. nigra,"Host ""J. nigra"" was matched to ""Mimumesa nigra"" 1895137"
Salix fragilis,"Host ""Salix fragilis"" was matched to ""Andrena fragilis"" 337474"
Lemna minor,"Host ""Lemna minor"" was matched to ""Astata minor"" 1116887"
Apalone spinifera,"Host ""Apalone spinifera"" was matched to ""Dufourea spinifera"" 447478"
Siganus cf. guttatus,"Host ""Siganus cf. guttatus"" was matched to ""Ectemnius guttatus"" 2495013"
Kyphosus cf. vaigiensis,"Host ""Kyphosus cf. vaigiensis"" was matched to ""Bombus cf. semenovi YL-2017"" 2044545"
Dolichoderus sibiricus,"Host ""Dolichoderus sibiricus"" was matched to ""Bombus sibiricus"" 421273"
Panulirus ornatus,"Host ""Panulirus ornatus"" was matched to ""Hylaeus ornatus"" 2340150"
C,"Host ""C"" was matched to ""Plebeia sp. C CR-2009"" 596928"
A,"Host ""A"" was matched to ""Plebeia sp. A CR-2009"" 588951"
Larrea tridentata,"Host ""Larrea tridentata"" was matched to ""Dioxys tridentata"" 549119"
African ground squirrel,"Host ""African ground squirrel"" was matched to ""African honeybee"" 212527"
Boronia algida,"Host ""Boronia algida"" was matched to ""Andrena algida"" 586952"
Dodonaea humilis,"Host ""Dodonaea humilis"" was matched to ""Bombus humilis"" 65597"
Coreoleuciscus splendidus,"Host ""Coreoleuciscus splendidus"" was matched to ""Epeolus splendidus"" 2202947"
Trichonympha collaris,"Host ""Trichonympha collaris"" was matched to ""Colletes collaris"" 338710"
Leucaena leucocephala,"Host ""Leucaena leucocephala"" was matched to ""Xylocopa leucocephala"" 476001"
Cakile maritima,"Host ""Cakile maritima"" was matched to ""Osmia maritima"" 1404107"
Schedorhinotermes sp. 1,"Host ""Schedorhinotermes sp. 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Schedorhinotermes sp. 2,"Host ""Schedorhinotermes sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Hospitalitermes sp. 2,"Host ""Hospitalitermes sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Hospitalitermes sp. 1,"Host ""Hospitalitermes sp. 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Schistocerca gregaria,"Host ""Schistocerca gregaria"" was matched to ""Mimesa gregaria"" 2339961"
Aeschynomene indica,"Host ""Aeschynomene indica"" was matched to ""Apis indica"" 94129"
Lemna minor 8744,"Host ""Lemna minor 8744"" was matched to ""Astata minor"" 1116887"
Mirounga angustirostris (northern elephant seal),"Host ""Mirounga angustirostris (northern elephant seal)"" was matched to ""Xenochilicola sp. CHIL03 northern"" 1956109"
Macrotermes bellicosus,"Host ""Macrotermes bellicosus"" was matched to ""Bombus bellicosus"" 203806"
Lymantria dispar,"Host ""Lymantria dispar"" was matched to ""Solierella dispar"" 2495215"
honey bee colony,"Host ""honey bee colony"" was matched to ""honey bee"" 7460"
Epitheca princeps,"Host ""Epitheca princeps"" was matched to ""Hoplitis princeps"" 1149038"
Dromogomphus spinosus,"Host ""Dromogomphus spinosus"" was matched to ""Nysson spinosus"" 2495127"
Ephydatia muelleri,"Host ""Ephydatia muelleri"" was matched to ""Trigona muelleri"" 596885"
Octopus cf. conispadiceus,"Host ""Octopus cf. conispadiceus"" was matched to ""Bombus cf. semenovi YL-2017"" 2044545"
sponges Cinachyrella sp. and Paratetilla sp.,"Host ""sponges Cinachyrella sp. and Paratetilla sp."" was matched to ""bumble bees and honey bees"" 7458"
Sorghum bicolor,"Host ""Sorghum bicolor"" was matched to ""Osmia bicolor"" 549096"
Diploptera punctata,"Host ""Diploptera punctata"" was matched to ""Allodape punctata"" 600424"
field cucumber,"Host ""field cucumber"" was matched to ""field digger wasp"" 1507147"
fresh field cucumber,"Host ""fresh field cucumber"" was matched to ""field digger wasp"" 1507147"
Ursus americanus,"Host ""Ursus americanus"" was matched to ""Stigmus americanus"" 1889561"
honey bee 24,"Host ""honey bee 24"" was matched to ""honey bee"" 7460"
honey bee 23,"Host ""honey bee 23"" was matched to ""honey bee"" 7460"
honey bee 22,"Host ""honey bee 22"" was matched to ""honey bee"" 7460"
honey bee 21,"Host ""honey bee 21"" was matched to ""honey bee"" 7460"
honey bee 20,"Host ""honey bee 20"" was matched to ""honey bee"" 7460"
honey bee 19,"Host ""honey bee 19"" was matched to ""honey bee"" 7460"
honey bee 18,"Host ""honey bee 18"" was matched to ""honey bee"" 7460"
honey bee 17,"Host ""honey bee 17"" was matched to ""honey bee"" 7460"
honey bee 16,"Host ""honey bee 16"" was matched to ""honey bee"" 7460"
honey bee 15,"Host ""honey bee 15"" was matched to ""honey bee"" 7460"
honey bee 14,"Host ""honey bee 14"" was matched to ""honey bee"" 7460"
honey bee 13,"Host ""honey bee 13"" was matched to ""honey bee"" 7460"
honey bee 12,"Host ""honey bee 12"" was matched to ""honey bee"" 7460"
honey bee 11,"Host ""honey bee 11"" was matched to ""honey bee"" 7460"
honey bee 10,"Host ""honey bee 10"" was matched to ""honey bee"" 7460"
honey bee 9,"Host ""honey bee 9"" was matched to ""honey bee"" 7460"
honey bee 8,"Host ""honey bee 8"" was matched to ""honey bee"" 7460"
honey bee 7,"Host ""honey bee 7"" was matched to ""honey bee"" 7460"
honey bee 6,"Host ""honey bee 6"" was matched to ""honey bee"" 7460"
honey bee 5,"Host ""honey bee 5"" was matched to ""honey bee"" 7460"
honey bee 4,"Host ""honey bee 4"" was matched to ""honey bee"" 7460"
honey bee 3,"Host ""honey bee 3"" was matched to ""honey bee"" 7460"
honey bee 2,"Host ""honey bee 2"" was matched to ""honey bee"" 7460"
honey bee 1,"Host ""honey bee 1"" was matched to ""honey bee"" 7460"
bumble bee,"Host ""bumble bee"" was matched to ""common eastern bumble bee"" 132113"
Eulemur fulvus collaris,"Host ""Eulemur fulvus collaris"" was matched to ""Colletes collaris"" 338710"
Lespedeza cuneata,"Host ""Lespedeza cuneata"" was matched to ""Nomada cuneata"" 601462"
Psephotellus dissimilis,"Host ""Psephotellus dissimilis"" was matched to ""Xylocopa dissimilis"" 1965183"
Oena capensis,"Host ""Oena capensis"" was matched to ""Melitta capensis"" 288378"
Pseudemys concinna concinna,"Host ""Pseudemys concinna concinna"" was matched to ""Megachile concinna"" 2049399"
Nauphoeta cinerea,"Host ""Nauphoeta cinerea"" was matched to ""Pseudapis cinerea"" 2448195"
Nasutitermes corniger,"Host ""Nasutitermes corniger"" was matched to ""Passaloecus corniger"" 2495166"
Microcerotermes parvus,"Host ""Microcerotermes parvus"" was matched to ""Chalepogenus parvus"" 1980243"
Niphates furcata,"Host ""Niphates furcata"" was matched to ""Anthophora furcata"" 156283"
Felis silvestris catus,"Host ""Felis silvestris catus"" was matched to ""Ammophila silvestris"" 1088611"
Saimiri boliviensis,"Host ""Saimiri boliviensis"" was matched to ""Epeolus boliviensis"" 601049"
Lotus tenuis,"Host ""Lotus tenuis"" was matched to ""Crabro tenuis"" 2461449"
Notothenia coriiceps (black rock cod),"Host ""Notothenia coriiceps (black rock cod)"" was matched to ""rock honeybee"" 7462"
Caenorhabditis sp. 8,"Host ""Caenorhabditis sp. 8"" was matched to ""Corynura sp. rgv 8"" 1906599"
Pyxicephalus edulis (African bullfrog),"Host ""Pyxicephalus edulis (African bullfrog)"" was matched to ""African honeybee"" 212527"
Coffea arabica,"Host ""Coffea arabica"" was matched to ""Nitela arabica"" 2495111"
Ficus virens,"Host ""Ficus virens"" was matched to ""Lasioglossum virens"" 1040522"
Phaps elegans,"Host ""Phaps elegans"" was matched to ""Hylaeus elegans"" 288352"
Streptopelia capicola,"Host ""Streptopelia capicola"" was matched to ""Afranthidium capicola"" 1820977"
Ehrharta villosa,"Host ""Ehrharta villosa"" was matched to ""Nomada villosa"" 601963"
Periplaneta americana,"Host ""Periplaneta americana"" was matched to ""Bembix americana"" 288407"
carpenter bee 18,"Host ""carpenter bee 18"" was matched to ""common carpenter bee"" 135671"
carpenter bee 17,"Host ""carpenter bee 17"" was matched to ""common carpenter bee"" 135671"
carpenter bee 16,"Host ""carpenter bee 16"" was matched to ""common carpenter bee"" 135671"
carpenter bee 15,"Host ""carpenter bee 15"" was matched to ""common carpenter bee"" 135671"
carpenter bee 14,"Host ""carpenter bee 14"" was matched to ""common carpenter bee"" 135671"
carpenter bee 13,"Host ""carpenter bee 13"" was matched to ""common carpenter bee"" 135671"
carpenter bee 12,"Host ""carpenter bee 12"" was matched to ""common carpenter bee"" 135671"
carpenter bee 11,"Host ""carpenter bee 11"" was matched to ""common carpenter bee"" 135671"
carpenter bee 10,"Host ""carpenter bee 10"" was matched to ""common carpenter bee"" 135671"
carpenter bee 9,"Host ""carpenter bee 9"" was matched to ""common carpenter bee"" 135671"
carpenter bee 8,"Host ""carpenter bee 8"" was matched to ""common carpenter bee"" 135671"
carpenter bee 7,"Host ""carpenter bee 7"" was matched to ""common carpenter bee"" 135671"
carpenter bee 6,"Host ""carpenter bee 6"" was matched to ""common carpenter bee"" 135671"
carpenter bee 5,"Host ""carpenter bee 5"" was matched to ""common carpenter bee"" 135671"
carpenter bee 4,"Host ""carpenter bee 4"" was matched to ""common carpenter bee"" 135671"
carpenter bee 3,"Host ""carpenter bee 3"" was matched to ""common carpenter bee"" 135671"
carpenter bee 2,"Host ""carpenter bee 2"" was matched to ""common carpenter bee"" 135671"
carpenter bee 1,"Host ""carpenter bee 1"" was matched to ""common carpenter bee"" 135671"
Mycocepurus smithii,"Host ""Mycocepurus smithii"" was matched to ""Thyreus smithii"" 600268"
Cyphomyrmex wheeleri,"Host ""Cyphomyrmex wheeleri"" was matched to ""Andrena wheeleri"" 586969"
Mangifera indica,"Host ""Mangifera indica"" was matched to ""Apis indica"" 94129"
Peromyscus leucopus (wild mouse),"Host ""Peromyscus leucopus (wild mouse)"" was matched to ""Lasioglossum leucopus"" 1039738"
Blasia pusilla,"Host ""Blasia pusilla"" was matched to ""Osmia pusilla"" 1404172"
Prunus persica var.nectarina,"Host ""Prunus persica var.nectarina"" was matched to ""Tarsalia persica"" 598199"
Siphonogorgia sp. 3,"Host ""Siphonogorgia sp. 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
Siphonogorgia sp. 2,"Host ""Siphonogorgia sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Siphonogorgia sp. 1,"Host ""Siphonogorgia sp. 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Paraminabea sp. 3,"Host ""Paraminabea sp. 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
Paraminabea sp. 2,"Host ""Paraminabea sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Paraminabea sp. 1,"Host ""Paraminabea sp. 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Plakortis sp. 2,"Host ""Plakortis sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Plakortis sp. 1,"Host ""Plakortis sp. 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Morella californica,"Host ""Morella californica"" was matched to ""Osmia californica"" 1403984"
Atrina pectinata,"Host ""Atrina pectinata"" was matched to ""Solierella pectinata"" 2495219"
Phragmites australis,"Host ""Phragmites australis"" was matched to ""Nomada australis"" 586916"
Kennedia coccinea,"Host ""Kennedia coccinea"" was matched to ""Patellapis coccinea"" 479851"
Acanthoscelides taboga and Acanthoscelides sp.,"Host ""Acanthoscelides taboga and Acanthoscelides sp."" was matched to ""bumble bees and honey bees"" 7458"
Brachycaudus cardui,"Host ""Brachycaudus cardui"" was matched to ""Bombus cardui"" 184059"
Honey bee 24,"Host ""Honey bee 24"" was matched to ""bee"" 7460"
Honey bee 23,"Host ""Honey bee 23"" was matched to ""bee"" 7460"
Honey bee 22,"Host ""Honey bee 22"" was matched to ""bee"" 7460"
Honey bee 21,"Host ""Honey bee 21"" was matched to ""bee"" 7460"
Honey bee 20,"Host ""Honey bee 20"" was matched to ""bee"" 7460"
Honey bee 19,"Host ""Honey bee 19"" was matched to ""bee"" 7460"
Honey bee 18,"Host ""Honey bee 18"" was matched to ""bee"" 7460"
Honey bee 17,"Host ""Honey bee 17"" was matched to ""bee"" 7460"
Honey bee 16,"Host ""Honey bee 16"" was matched to ""bee"" 7460"
Honey bee 15,"Host ""Honey bee 15"" was matched to ""bee"" 7460"
Honey bee 14,"Host ""Honey bee 14"" was matched to ""bee"" 7460"
Honey bee 13,"Host ""Honey bee 13"" was matched to ""bee"" 7460"
Honey bee 12,"Host ""Honey bee 12"" was matched to ""bee"" 7460"
Honey bee 11,"Host ""Honey bee 11"" was matched to ""bee"" 7460"
Honey bee 10,"Host ""Honey bee 10"" was matched to ""bee"" 7460"
Honey bee 9,"Host ""Honey bee 9"" was matched to ""bee"" 7460"
Honey bee 8,"Host ""Honey bee 8"" was matched to ""bee"" 7460"
Honey bee 7,"Host ""Honey bee 7"" was matched to ""bee"" 7460"
Honey bee 6,"Host ""Honey bee 6"" was matched to ""bee"" 7460"
Honey bee 5,"Host ""Honey bee 5"" was matched to ""bee"" 7460"
Honey bee 4,"Host ""Honey bee 4"" was matched to ""bee"" 7460"
Honey bee 3,"Host ""Honey bee 3"" was matched to ""bee"" 7460"
Honey bee 2,"Host ""Honey bee 2"" was matched to ""bee"" 7460"
Honey bee 1,"Host ""Honey bee 1"" was matched to ""bee"" 7460"
Gastrophysa atrocyanea,"Host ""Gastrophysa atrocyanea"" was matched to ""Osmia atrocyanea"" 1403968"
Cicer reticulatum,"Host ""Cicer reticulatum"" was matched to ""Lasioglossum reticulatum"" 1040167"
Hyalella azteca,"Host ""Hyalella azteca"" was matched to ""Osmia azteca"" 1403972"
Dasyatis americana (Southern stingray),"Host ""Dasyatis americana (Southern stingray)"" was matched to ""Bembix americana"" 288407"
Euptychia westwoodi,"Host ""Euptychia westwoodi"" was matched to ""Nomia westwoodi"" 2340726"
Cissia terrestris,"Host ""Cissia terrestris"" was matched to ""Apis terrestris"" 30195"
Hirondellea gigas and Halice sp.2017,"Host ""Hirondellea gigas and Halice sp.2017"" was matched to ""Rediviva gigas"" 2530400"
Leobordea divaricata,"Host ""Leobordea divaricata"" was matched to ""Ruizantheda divaricata"" 2528623"
"African bull frog, Pyxicephalus edulis","Host ""African bull frog, Pyxicephalus edulis"" was matched to ""African honeybee"" 212527"
Antipatharia sp. 3,"Host ""Antipatharia sp. 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
Antipatharia sp. 2,"Host ""Antipatharia sp. 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Antipatharia sp. 1,"Host ""Antipatharia sp. 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Ixobrychus minutus,"Host ""Ixobrychus minutus"" was matched to ""Miscophus minutus"" 2495102"
common bean,"Host ""common bean"" was matched to ""common honey bee"" 7469"
Pseudoeurycea sp. n. Mozotal 1,"Host ""Pseudoeurycea sp. n. Mozotal 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Pseudoeurycea sp. n. Mozotal 2,"Host ""Pseudoeurycea sp. n. Mozotal 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Dugesia japonica,"Host ""Dugesia japonica"" was matched to ""Nomada japonica"" 601612"
Euonymus japonicus,"Host ""Euonymus japonicus"" was matched to ""Pelopaeus japonicus"" 1508443"
Homarus americanus,"Host ""Homarus americanus"" was matched to ""Stigmus americanus"" 1889561"
Cryptomeria japonica var. sinensis,"Host ""Cryptomeria japonica var. sinensis"" was matched to ""Nomada japonica"" 601612"
Azadirachta indica,"Host ""Azadirachta indica"" was matched to ""Apis indica"" 94129"
Delisea pulchra,"Host ""Delisea pulchra"" was matched to ""Xylocopa pulchra"" 2678632"
Cyathea smithii,"Host ""Cyathea smithii"" was matched to ""Thyreus smithii"" 600268"
Cryptocercus punctulatus,"Host ""Cryptocercus punctulatus"" was matched to ""Psammaecius punctulatus"" 2495196"
Tetraponera aethiops,"Host ""Tetraponera aethiops"" was matched to ""Megachile aethiops"" 1004183"
Acromyrmex octospinosus (Amazonian leaf-cutter ants),"Host ""Acromyrmex octospinosus (Amazonian leaf-cutter ants)"" was matched to ""Willughby's leaf-cutter bee"" 481575"
Nyctotherus ovalis,"Host ""Nyctotherus ovalis"" was matched to ""Crossocerus ovalis"" 2494902"
Sporobolus robustus,"Host ""Sporobolus robustus"" was matched to ""Bombus robustus"" 85669"
African Bullet Cockroach,"Host ""African Bullet Cockroach"" was matched to ""African honeybee"" 212527"
Raphanus sativus var. Flamboyant 5,"Host ""Raphanus sativus var. Flamboyant 5"" was matched to ""Eucera caspica var. nigrila"" 599118"
Aeschynomene americana,"Host ""Aeschynomene americana"" was matched to ""Bembix americana"" 288407"
Alnus rubra,"Host ""Alnus rubra"" was matched to ""Leioproctus rubra"" 420763"
Hydra viridissima,"Host ""Hydra viridissima"" was matched to ""Euglossa viridissima"" 516799"
Phalaenopsis sp. (orchid),"Host ""Phalaenopsis sp. (orchid)"" was matched to ""orchid bees"" 83310"
E. coli; Salmonella typhi; Salmonella paratyphi B,"Host ""E. coli; Salmonella typhi; Salmonella paratyphi B"" was matched to ""Plebeia sp. B CR-2009"" 596927"
Holotrichia parallela,"Host ""Holotrichia parallela"" was matched to ""Megachile parallela"" 1004193"
Mastigias.sp 8,"Host ""Mastigias.sp 8"" was matched to ""Corynura sp. rgv 8"" 1906599"
Mastigias.sp 7,"Host ""Mastigias.sp 7"" was matched to ""Hylaeus sp. 7 PK-2011"" 1084799"
Mastigias.sp 6,"Host ""Mastigias.sp 6"" was matched to ""Hylaeus sp. 6 PK-2011"" 1084798"
Mastigias.sp 5,"Host ""Mastigias.sp 5"" was matched to ""Corynura sp. rgv 5"" 1906597"
Mastigias.sp 4,"Host ""Mastigias.sp 4"" was matched to ""Hylaeus sp. 4 PK-2011"" 1084796"
Mastigias.sp 3,"Host ""Mastigias.sp 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
Mastigias.sp 2,"Host ""Mastigias.sp 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Mastigias.sp 1,"Host ""Mastigias.sp 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Cassiopeia.sp 3,"Host ""Cassiopeia.sp 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
Cassiopeia.sp 2,"Host ""Cassiopeia.sp 2"" was matched to ""Melitta sp. 2 SD-2012"" 1267530"
Cassiopeia.sp 1,"Host ""Cassiopeia.sp 1"" was matched to ""Corynura sp. rgv 1"" 1906598"
Brachidontes.sp 6,"Host ""Brachidontes.sp 6"" was matched to ""Hylaeus sp. 6 PK-2011"" 1084798"
Brachidontes.sp 5,"Host ""Brachidontes.sp 5"" was matched to ""Corynura sp. rgv 5"" 1906597"
Brachidontes.sp 4,"Host ""Brachidontes.sp 4"" was matched to ""Hylaeus sp. 4 PK-2011"" 1084796"
Brachidontes.sp 3,"Host ""Brachidontes.sp 3"" was matched to ""Andrena sp. 3 MG-2020"" 2767514"
