BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Host,Organism,Collection date,Geo. loc. name,Library source(s),Library layout(s),Assay type(s),Instrument(s),Center name,BioSample package acc.
PRJNA313530,SAMN04525527,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525528,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525529,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525530,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525531,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525532,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525533,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525534,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525535,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525536,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525537,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525538,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525539,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525540,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525541,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525542,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525543,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525544,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525545,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525546,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525547,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525548,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525549,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525550,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525551,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA313530,SAMN04525552,1,0,Bombus pascuorum,insect gut metagenome,2013-07,Belgium,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Ghent University,MIMS.me.host-associated.5.0
PRJNA315609,SAMN06287532,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287533,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287534,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287535,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287536,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287537,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287538,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287539,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287540,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287541,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287542,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287543,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287544,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287545,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287546,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287547,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287548,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287549,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287550,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287551,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287552,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287553,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA315609,SAMN06287554,1,0,Apis mellifera,insect metagenome,2008,"USA:New Hampshire,Durham",METAGENOMIC,SINGLE,AMPLICON,454 GS FLX+,Fera Science Limited,MIMARKS.survey.host-associated.5.0
PRJNA319191,SAMN04851100,1,0,Apis mellifera,Snodgrassella alvi wkB2,5/15/2014,USA: Texas,GENOMIC,SINGLE,TN_SEQ,Illumina MiSeq,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN04851102,1,0,Apis mellifera,Snodgrassella alvi wkB2,5/15/2014,USA: Texas,GENOMIC,SINGLE,TN_SEQ,Illumina MiSeq,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN04851105,1,0,Apis mellifera,Snodgrassella alvi wkB2,5/15/2014,USA: Texas,GENOMIC,SINGLE,TN_SEQ,Illumina MiSeq,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN04851107,1,0,Apis mellifera,Snodgrassella alvi wkB2,10/7/2014,USA: Texas,GENOMIC,SINGLE,TN_SEQ,Illumina MiSeq,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN04851110,1,0,Apis mellifera,Snodgrassella alvi wkB2,10/18/2014,USA: Texas,GENOMIC,SINGLE,TN_SEQ,Illumina MiSeq,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN04851111,1,0,Apis mellifera,Snodgrassella alvi wkB2,10/29/2014,USA: Texas,GENOMIC,SINGLE,TN_SEQ,Illumina MiSeq,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN05363959,1,0,Apis mellifera,Snodgrassella alvi wkB2,9/4/2012,USA: Connecticut,TRANSCRIPTOMIC,SINGLE,RNAS_SEQ,Illumina HiSeq 2500,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN05364052,1,0,Apis mellifera,Snodgrassella alvi wkB2,9/4/2012,USA: Connecticut,TRANSCRIPTOMIC,SINGLE,RNAS_SEQ,Illumina HiSeq 2500,University of Texas at Austin,Microbe.1.0
PRJNA319191,SAMN05364065,1,0,Apis mellifera,Snodgrassella alvi wkB2,9/4/2012,USA: Connecticut,TRANSCRIPTOMIC,SINGLE,RNAS_SEQ,Illumina HiSeq 2500,University of Texas at Austin,Microbe.1.0
PRJNA320132,SAMN04917371,1,0,Apis mellifera,soil metagenome,2012,USA: Virginia Tech,METAGENOMIC,SINGLE,AMPLICON,454 GS FLX Titanium,Virginia Tech.,Metagenome.environmental.1.0
PRJNA320132,SAMN04917372,1,0,Apis mellifera,soil metagenome,2012,USA: Virginia Tech,METAGENOMIC,SINGLE,AMPLICON,454 GS FLX Titanium,Virginia Tech.,Metagenome.environmental.1.0
PRJNA321056,SAMN04992106,1,3,Apis cerana,Varroa jacobsoni,4/8/2010,"Solomon Islands:San Cristobal Island, Kirra Kirra town",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiScanSQ,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992107,1,3,Apis cerana,Varroa jacobsoni,4/9/2010,"Solomon Islands:Ugi Island, Makira Province",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiScanSQ,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992108,1,3,Apis cerana,Varroa jacobsoni,4/12/2010,"Solomon Islands:Guadalcanal Island, Honiara town",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992109,1,3,Apis mellifera,Varroa jacobsoni,4/8/2010,"Solomon Islands:San Cristobal Island, Kirra Kirra town",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiScanSQ,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992110,1,3,Apis mellifera,Varroa jacobsoni,4/16/2010,"Papua New Guinea:10 km West of Goroka on Mt Hagen Highway, Goroka district, Notoforna village, Eastern Highlands Province",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiScanSQ,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992111,1,3,Apis mellifera,Varroa jacobsoni,4/16/2010,"Papua New Guinea:10 km West of Goroka on Mt Hagen Highway, Goroka district, Notoforna village, Eastern Highlands Province",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992112,1,3,Apis mellifera,Varroa jacobsoni,4/16/2010,"Papua New Guinea:10 km West of Goroka on Mt Hagen Highway, Goroka district, Notoforna village, Eastern Highlands Province",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992113,1,3,Apis mellifera,Varroa jacobsoni,4/16/2010,"Papua New Guinea:10 km West of Goroka on Mt Hagen Highway, Goroka district, Notoforna village, Eastern Highlands Province",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Purdue University,Invertebrate.1.0
PRJNA321056,SAMN04992114,1,3,Apis mellifera,Varroa jacobsoni,4/16/2010,"Papua New Guinea:10 km West of Goroka on Mt Hagen Highway, Goroka district, Notoforna village, Eastern Highlands Province",TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Purdue University,Invertebrate.1.0
PRJNA321197,SAMN04978196,1,0,Apis mellifera,insect gut metagenome,2014-10,"USA: Arizona, Tucson, Carl Hayden Honey Bee Research Center",METAGENOMIC,SINGLE,OTHER,Illumina MiSeq,United States Department of Agriculture,MIMS.me.host-associated.5.0
PRJNA321197,SAMN04978197,1,0,Apis mellifera,insect gut metagenome,2014-10,"USA: Arizona, Tucson, Carl Hayden Honey Bee Research Center",METAGENOMIC,SINGLE,OTHER,Illumina MiSeq,United States Department of Agriculture,MIMS.me.host-associated.5.0
PRJNA322628,SAMN05171505,1,366,Nomada leucophthalma,Wolbachia endosymbiont of Nomada leucophthalma,2012-03,"Germany: Leipzig, Bienitz",GENOMIC,PAIRED,WGS,Illumina HiSeq 2500,University of Liverpool,Microbe.1.0
PRJNA322628,SAMN05171506,1,336,Nomada flava,Wolbachia endosymbiont of Nomada flava,2011-05,"Germany: Weine, Trockenhang",GENOMIC,PAIRED,WGS,Illumina HiSeq 2500,University of Liverpool,Microbe.1.0
PRJNA322628,SAMN05171517,1,384,Nomada panzeri,Wolbachia endosymbiont of Nomada panzeri,2011-04,"Germany: Leipzig, Bienitz",GENOMIC,PAIRED,WGS,Illumina HiSeq 2500,University of Liverpool,Microbe.1.0
PRJNA322628,SAMN05171518,1,464,Nomada ferruginata,Wolbachia endosymbiont of Nomada ferruginata,2011-04,"Germany: Porta Westfalica, Grosser Weserbogen",GENOMIC,PAIRED,WGS,Illumina HiSeq 2500,University of Liverpool,Microbe.1.0
PRJNA325785,SAMN05251201,2,0,Apis mellifera,Varroa destructor virus,8/18/2014,Slovenia,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 1500,iDiv Leipzig-Halle-Jena,Virus.1.0
PRJNA325785,SAMN05251202,2,0,Apis mellifera,Deformed wing virus,8/18/2014,Slovenia,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 1500,iDiv Leipzig-Halle-Jena,Virus.1.0
PRJNA325785,SAMN05251203,1,0,Apis mellifera,Deformed wing virus,8/18/2014,Slovenia,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 1500,iDiv Leipzig-Halle-Jena,Virus.1.0
PRJNA336870,SAMN05518246,1,0,Apis mellifera,insect gut metagenome,,"USA: Maryland, Natonal Institute of Health",METAGENOMIC,PAIRED,WGS,Illumina HiSeq 2000,DOE Joint Genome Institute,Metagenome.environmental.1.0
PRJNA339969,SAMN05629337,1,0,Apis mellifera,Snodgrassella alvi wkB2,5/3/2015,"USA: Austin, TX",TRANSCRIPTOMIC,SINGLE,RNAS_SEQ,Illumina HiSeq 4000,University of Texas at Austin,Microbe.1.0
PRJNA339969,SAMN05629338,1,0,Apis mellifera,Snodgrassella alvi wkB2,5/3/2015,"USA: Austin, TX",TRANSCRIPTOMIC,SINGLE,RNAS_SEQ,Illumina HiSeq 4000,University of Texas at Austin,Microbe.1.0
PRJNA343868,SAMN06143185,1,0,Apis mellifera,Tropilaelaps mercedesae,2013-10,China: Wuxi,GENOMIC,PAIRED,WGS,Illumina HiSeq 2500,Xi'an Jiaotong-Liverpool University,MIGS.eu.host-associated.5.0
PRJNA343868,SAMN06143186,1,0,Apis mellifera,Tropilaelaps mercedesae,2013-10,China: Wuxi,GENOMIC,PAIRED,WGS,Illumina HiSeq 2500,Xi'an Jiaotong-Liverpool University,MIGS.eu.host-associated.5.0
PRJNA343868,SAMN06143193,2,0,Apis mellifera,Tropilaelaps mercedesae,2013-10,China: Wuxi,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,"Illumina HiSeq 4000, Illumina HiSeq 2000",Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA343868,SAMN06143218,2,0,Apis mellifera,Tropilaelaps mercedesae,2013-10,China: Wuxi,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,Illumina HiSeq 2000,Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA343868,SAMN06143219,2,0,Apis mellifera,Tropilaelaps mercedesae,2013-10,China: Wuxi,TRANSCRIPTOMIC,PAIRED,RNAS_SEQ,"Illumina HiSeq 4000, Illumina HiSeq 2000",Xi'an Jiaotong-Liverpool University,Invertebrate.1.0
PRJNA344894,SAMN05853096,1,0,Bombus pensylvanicus,pollen metagenome,6/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853097,1,0,Lasioglossum creberrimum,pollen metagenome,6/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853098,1,0,Megachile mendica,pollen metagenome,6/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853099,1,0,Xylocopa virginica,pollen metagenome,7/15/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853102,1,0,Lasioglossum reticulatum,pollen metagenome,7/15/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853104,1,0,Lasioglossum reticulatum,pollen metagenome,7/15/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853106,1,0,Apis mellifera,pollen metagenome,5/25/2014,"USA: Decauter, GA; Silver Lake",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853108,1,0,Lasioglossum trigeminum,pollen metagenome,7/15/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853117,1,0,Melitoma taurea,pollen metagenome,6/11/2014,"USA: Decauter, GA; Silver Lake",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853118,1,0,Lasioglossum longifrons,pollen metagenome,5/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853122,1,0,Lasioglossum longifrons,pollen metagenome,5/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853123,1,0,Lasioglossum creberrimum,pollen metagenome,5/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853124,1,0,Lasioglossum creberrimum,pollen metagenome,5/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853125,1,0,Lasioglossum longifrons,pollen metagenome,5/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853126,1,0,Megachile mendica,pollen metagenome,6/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853127,1,0,Megachile mendica,pollen metagenome,6/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853128,1,0,Augochloropsis metallica,pollen metagenome,6/11/2014,"USA: Decauter, GA; Silver Lake",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853129,1,0,Megachile mendica,pollen metagenome,6/29/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853133,1,0,Bombus fraternus,pollen metagenome,7/15/2014,"USA: Decauter, GA; River Creek",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853139,1,0,Augochloropsis metallica,pollen metagenome,6/11/2014,"USA: Decauter, GA; Silver Lake",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853143,1,0,Melissodes communis,pollen metagenome,6/5/2014,"USA: Wakulla, FL; Wakulla (Moore)",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853144,1,0,Melissodes communis,pollen metagenome,6/5/2014,"USA: Wakulla, FL; Wakulla (Moore)",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853145,1,0,Apis mellifera,pollen metagenome,7/2/2014,"USA: Wakulla, FL; Wakulla (Moore)",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853146,1,0,Lasioglossum imitatum,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853148,1,0,Lasioglossum imitatum,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853150,1,0,Agapostemon splendens,pollen metagenome,6/11/2014,"USA: Decauter, GA; Silver Lake",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853152,1,0,Lasioglossum imitatum,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853153,1,0,Lasioglossum imitatum,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853154,1,0,Lasioglossum imitatum,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853155,1,0,Lasioglossum imitatum,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853156,1,0,Lasioglossum imitatum,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853158,1,0,Augochloropsis metallica,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853159,1,0,Augochloropsis metallica,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
PRJNA344894,SAMN05853160,1,0,Halictus poeyi,pollen metagenome,6/9/2014,"USA: Thomas, GA; Wade Tract",METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Emory University,Metagenome.environmental.1.0
